Product Name,Sales,Profit,Quantity,Orders,Profit Margin
Fellowes 8 Outlet Superior Workstation Surge Protector,759.1220000000001,166.84,20,5,21.978021978021978
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.6759999999999,43.706,25,5,6.565656565656567
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,244.288,41.64,10,3,17.045454545454543
Fellowes Advanced Computer Series Surge Protectors,386.75399999999996,100.662,15,6,26.027397260273975
Fellowes Bankers Box Recycled Super Stor/Drawer,1187.56,-30.228800000000003,24,7,-2.545454545454546
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,2612.196,153.35279999999997,43,8,5.870646766169154
Fellowes Bankers Box Stor/Drawer Steel Plus,1426.308,-12.792000000000003,50,12,-0.8968609865470853
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,858.8820000000001,201.07160000000002,26,10,23.410852713178297
Fellowes Basic Home/Office Series Surge Protectors,436.12800000000004,58.2802,41,9,13.363095238095237
Fellowes Binding Cases,271.44,71.955,31,5,26.50862068965517
Fellowes Black Plastic Comb Bindings,102.256,-4.415600000000001,34,9,-4.318181818181819
Fellowes Command Center 5-outlet power strip,664.832,-78.016,15,4,-11.73469387755102
Fellowes Desktop Hanging File Manager,201.45000000000002,50.362500000000004,15,4,25.0
Fellowes Econo/Stor Drawers,581.58,-56.2194,7,2,-9.666666666666666
Fellowes High-Stak Drawer Files,3946.656,419.3322,26,8,10.625
Fellowes Mighty 8 Compact Surge Protector,344.59000000000003,67.2964,19,6,19.52941176470588
"Fellowes Mobile File Cart, Black",2300.66,485.00399999999996,40,10,21.08108108108108
Fellowes Neat Ideas Storage Cubes,480.70399999999995,-18.1888,16,7,-3.783783783783784
Fellowes Officeware Wire Shelving,4509.466,-332.371,55,11,-7.370517928286851
Fellowes PB200 Plastic Comb Binding Machine,4181.754,693.5591999999999,38,9,16.585365853658534
Fellowes PB300 Plastic Comb Binding Machine,8070.192,2518.0551,27,6,31.201923076923077
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,27453.384000000002,7753.039,31,10,28.240740740740737
"Fellowes Personal Hanging Folder Files, Navy",284.716,52.6456,24,4,18.49056603773585
Fellowes Powershred HS-440 4-Sheet High Security Shredder,2541.8360000000002,1092.6795,17,3,42.98780487804878
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",929.48,169.2632,21,7,18.210526315789473
Fellowes Presentation Covers for Comb Binding Machines,133.86,21.825000000000003,14,2,16.304347826086957
Fellowes Recycled Storage Drawers,1287.9479999999999,48.8532,12,3,3.7931034482758625
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,50.5848,3,1,28.000000000000004
Fellowes Staxonsteel Drawer Files,4829.25,509.9688,26,7,10.56
Fellowes Stor/Drawer Steel Plus Storage Drawers,3397.308,78.25259999999999,37,8,2.3033707865168536
"Fellowes Strictly Business Drawer File, Letter/Legal Size",4479.03,388.746,33,7,8.679245283018867
Fellowes Super Stor/Drawer,477.3,67.71,18,4,14.186046511627906
Fellowes Super Stor/Drawer Files,4006.44,473.3415,27,9,11.814516129032258
Fellowes Superior 10 Outlet Split Surge Protector,867.768,57.09,30,9,6.578947368421052
"Fellowes Twister Kit, Gray/Clear, 3/pkg",182.508,-3.2159999999999975,42,10,-1.7621145374449323
File Shuttle I and Handi-File,262.668,51.42059999999999,13,3,19.576271186440675
"File Shuttle II and Handi-File, Black",1125.148,260.953,34,7,23.19277108433735
First Data FD10 PIN Pad,1722.2,15.800000000000004,24,5,0.9174311926605507
First Data TMFD35 PIN Pad,571.2,119.952,4,2,21.0
"Fiskars 8"" Scissors, 2/Pack",217.224,45.8584,14,4,21.111111111111114
Fiskars Home & Office Scissors,97.68,27.3504,11,3,27.999999999999996
Fiskars Softgrip Scissors,307.44,86.0832,28,7,28.000000000000004
Fiskars Spring-Action Scissors,75.492,13.4208,6,4,17.777777777777775
Flat Face Poster Frame,678.24,120.9528,51,12,17.833333333333332
Flexible Leather- Look Classic Collection Ring Binder,142.05,18.940000000000005,13,6,13.333333333333336
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",434.56,197.104,24,6,45.35714285714286
Fluorescent Highlighters by Dixon,90.744,22.4472,26,5,24.736842105263158
G.E. Halogen Desk Lamp Bulbs,62.82,22.8944,11,5,36.44444444444444
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,81.00800000000001,25.763199999999998,16,6,31.803278688524582
GBC Binding covers,137.26999999999998,58.9225,11,3,42.9245283018868
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",136.44,13.644000000000002,15,4,10.000000000000002
GBC DocuBind 200 Manual Binding Machine,4209.799999999999,1052.45,15,4,25.000000000000007
GBC DocuBind 300 Electric Binding Machine,6785.142,494.4212000000001,23,8,7.286821705426358
GBC DocuBind P100 Manual Binding Machine,2954.444,489.6410000000001,27,8,16.57303370786517
GBC DocuBind P400 Electric Binding System,17965.068,-1878.1662000000003,27,6,-10.454545454545457
GBC DocuBind P50 Personal Binding Machine,2264.892,569.422,50,10,25.141242937853107
GBC DocuBind TL200 Manual Binding Machine,4322.814,1592.4978,23,6,36.83937823834197
GBC DocuBind TL300 Electric Binding System,19823.479,2233.5051000000003,37,11,11.266968325791856
GBC Durable Plastic Covers,369.585,14.318999999999997,34,8,3.8743455497382193
GBC Ibimaster 500 Manual ProClick Binding System,19024.5,760.9799999999996,48,9,3.9999999999999982
GBC Imprintable Covers,241.56,39.967200000000005,36,8,16.545454545454547
GBC Instant Index System for Binding Systems,71.928,-12.432,19,5,-17.283950617283953
GBC Instant Report Kit,164.985,3.2349999999999994,50,13,1.96078431372549
"GBC Laser Imprintable Binding System Covers, Desert Sand",146.981,18.408299999999997,17,6,12.524271844660193
GBC Linen Binding Covers,207.566,-82.4068,18,6,-39.701492537313435
GBC Personal VeloBind Strips,156.938,-11.2612,27,7,-7.175572519083969
GBC Plastic Binding Combs,172.692,59.778000000000006,30,10,34.61538461538461
GBC Plasticlear Binding Covers,68.88,-68.4208,23,7,-99.33333333333334
GBC Poly Designer Binding Covers,256.122,102.4488,18,6,40.0
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",310.206,52.447199999999995,31,8,16.907216494845358
GBC Premium Transparent Covers with Diagonal Lined Pattern,780.456,49.51280000000001,67,14,6.344086021505378
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",433.789,125.7838,38,7,28.996539792387544
GBC Prestige Therm-A-Bind Covers,1073.903,364.7153,39,10,33.96166134185303
GBC ProClick 150 Presentation Binding System,3222.996,-461.33079999999995,22,5,-14.313725490196077
GBC ProClick Punch Binding System,1573.908,562.3842,31,7,35.731707317073166
GBC ProClick Spines for 32-Hole Punch,66.40899999999999,-13.2818,12,5,-20.000000000000004
GBC Recycled Grain Textured Covers,466.29,107.07400000000001,20,5,22.962962962962965
GBC Recycled Regency Composition Covers,1291.248,451.9368,26,6,35.0
GBC Recycled VeloBinder Covers,487.34400000000005,100.8768,42,8,20.6993006993007
GBC Standard Plastic Binding Systems Combs,55.755,-2.9205000000000014,13,5,-5.23809523809524
GBC Standard Plastic Binding Systems' Combs,108.644,5.023999999999999,30,8,4.624277456647398
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",258.72,-27.1656,51,12,-10.5
GBC Standard Therm-A-Bind Covers,466.004,8.472800000000007,34,12,1.8181818181818195
GBC Therma-A-Bind 250T Electric Binding System,1180.704,413.2464,12,2,35.0
GBC Twin Loop Wire Binding Elements,1041.664,259.584,47,10,24.920127795527158
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",269.394,-2.2830000000000013,35,9,-0.8474576271186446
GBC VeloBind Cover Sets,342.768,18.527999999999995,42,11,5.405405405405404
GBC VeloBinder Electric Binding Machine,496.018,-411.332,15,4,-82.92682926829269
GBC VeloBinder Manual Binding System,842.166,280.72200000000004,30,8,33.333333333333336
GBC VeloBinder Strips,52.992,-23.808,20,4,-44.927536231884055
"GBC Velobind Prepunched Cover Sets, Regency Series",661.942,-9.24499999999999,33,7,-1.396648044692736
"GBC White Gloss Covers, Plain Front",269.328,31.421600000000005,31,7,11.66666666666667
GBC Wire Binding Combs,184.052,41.5668,26,7,22.58426966292135
GBC Wire Binding Strips,212.65800000000002,-18.409200000000002,14,5,-8.656716417910449
GE 2-Jack Phone Line Splitter,1771.5140000000001,94.75540000000001,11,3,5.348837209302325
GE 30522EE2,1159.9,336.371,10,3,28.999999999999996
GE 30524EE4,5291.7300000000005,838.8371999999999,32,9,15.851851851851851
"GE 4 Foot Flourescent Tube, 40 Watt",98.868,42.2436,7,3,42.727272727272734
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2699.056,1260.221,29,8,46.69117647058824
GE DSL Phone Line Filter,495.87600000000003,69.9825,15,4,14.11290322580645
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",45.396,14.55,20,7,32.05128205128205
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",163.332,3.141000000000002,15,3,1.9230769230769242
Gear Head AU3700S Headset,189.654,-11.9508,16,3,-6.301369863013698
Geemarc AmpliPOWER60,3415.04,384.192,46,11,11.25
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",76.092,29.5416,8,3,38.82352941176471
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",3447.84,206.87040000000002,8,2,6.000000000000001
Global Adaptabilities Conference Tables,3540.348,354.0348,14,4,10.0
"Global Airflow Leather Mesh Back Chair, Black",3955.676,573.7239999999999,32,9,14.50381679389313
"Global Armless Task Chair, Royal Blue",1396.442,-20.733200000000004,28,8,-1.4847161572052405
Global Chrome Stack Chair,815.864,15.0832,32,6,1.8487394957983194
Global Comet Stacking Arm Chair,6084.144,697.1415,17,5,11.458333333333332
Global Comet Stacking Armless Chair,3528.79,514.366,14,6,14.576271186440678
Global Commerce Series High-Back Swivel/Tilt Chairs,7979.4400000000005,926.1850000000001,33,9,11.607142857142858
Global Commerce Series Low-Back Swivel/Tilt Chairs,4420.056,41.1168,24,7,0.9302325581395349
Global Deluxe High-Back Manager's Chair,8665.194,1558.5910000000001,35,8,17.986798679867988
Global Deluxe High-Back Office Chair in Storm,1087.92,-149.589,10,3,-13.749999999999998
Global Deluxe Office Fabric Chairs,1420.504,229.3922,17,6,16.14864864864865
"Global Deluxe Stacking Chair, Gray",764.7,76.9798,19,7,10.066666666666665
Global Deluxe Steno Chair,1770.54,-216.31380000000001,29,10,-12.217391304347828
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,2032.35,-460.666,10,4,-22.666666666666668
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,25.898,1,1,12.5
Global Ergonomic Managers Chair,6008.536,785.4532,39,11,13.072289156626507
Global Executive Mid-Back Manager's Chair,4626.582,750.7284000000001,18,6,16.22641509433962
"Global Fabric Manager's Chair, Dark Gray",3150.576,499.851,35,9,15.865384615384615
"Global Geo Office Task Chair, Gray",1757.266,-166.00900000000001,25,7,-9.447004608294932
"Global High-Back Leather Tilter, Burgundy",5436.158,-474.7414,54,14,-8.733031674208144
Global Highback Leather Tilter in Burgundy,2647.809,49.13459999999999,34,9,1.8556701030927831
Global Italian Leather Office Chair,969.252,204.3288,8,2,21.08108108108108
"Global Leather & Oak Executive Chair, Burgundy",1689.968,-114.6764,13,5,-6.785714285714286
Global Leather Executive Chair,5861.532999999999,701.98,21,7,11.976047904191619
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",5989.204,267.3034,39,10,4.4630872483221475
"Global Leather Task Chair, Black",1448.839,63.8929,19,8,4.409937888198757
"Global Leather and Oak Executive Chair, Black",6410.874,854.7832000000001,26,8,13.333333333333336
Global Low Back Tilter Chair,1746.9540000000002,-246.3912,21,8,-14.104046242774565
"Global Manager's Adjustable Task Chair, Storm",2959.208,493.7046,23,6,16.683673469387756
"Global Push Button Manager's Chair, Indigo",2185.951,283.7474,44,9,12.980501392757663
"Global Stack Chair with Arms, Black",803.464,125.0166,31,7,15.559701492537311
"Global Stack Chair without Arms, Black",901.506,44.166000000000004,44,7,4.89913544668588
Global Super Steno Chair,2389.902,-1.7763568394002505e-15,30,7,-7.432760169246481e-17
"Global Task Chair, Black",463.099,-80.4062,12,5,-17.36263736263736
Global Troy Executive Leather Low-Back Tilter,12975.382,951.8620000000001,32,9,7.335907335907336
"Global Value Mid-Back Manager's Chair, Gray",1978.925,197.89249999999998,39,10,10.0
"Global Value Steno Chair, Gray",2204.862,245.99699999999999,43,10,11.157024793388429
"Global Wood Trimmed Manager's Task Chair, Khaki",4166.884,-503.1194,59,14,-12.074235807860262
Globe Weis Peel & Seel First Class Envelopes,375.73199999999997,164.862,30,7,43.87755102040817
Google Nexus 5,3815.788,710.9605,23,5,18.632075471698116
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",2299.75,-172.9412,28,10,-7.5200000000000005
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",953.82,-63.587999999999994,20,6,-6.666666666666665
Grandstream GXP1160 VoIP phone,803.692,157.70559999999998,24,6,19.622641509433958
Grandstream GXP2100 Mainstream Business Phone,596.6220000000001,45.894000000000005,10,4,7.6923076923076925
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),169.832,64.584,32,8,38.02816901408451
Green Bar Computer Printout Paper,857.376,380.8728,17,5,44.42307692307692
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",569.24,162.64000000000001,19,5,28.571428571428577
Griffin GC17055 Auxiliary Audio Cable,395.78,46.0544,27,6,11.636363636363638
Griffin GC36547 PowerJolt SE Lightning Charger,175.422,17.992,10,3,10.256410256410257
Grip Seal Envelopes,7.072,2.3868,2,1,33.75
GuestStacker Chair with Chrome Finish Legs,9070.944,773.2608,31,8,8.524590163934427
HON 5400 Series Task Chairs for Big and Tall,21870.576,5.684341886080802e-14,39,8,2.599081929109138e-16
"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",18374.895,4094.9766,12,3,22.285714285714285
HP Office Paper (20Lb. and 87 Bright),86.84,38.2096,14,2,44.0
HP Office Recycled Paper (20Lb. and 87 Bright),106.352,50.343799999999995,19,4,47.33695652173912
"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",449.97,47.9968,4,2,10.666666666666666
HP Standard 104 key PS/2 Keyboard,275.5,58.0,20,6,21.052631578947366
HTC One,1119.888,125.9874,14,4,11.25
HTC One Mini,2041.038,317.4948,19,4,15.555555555555555
Hammermill Color Copier Paper (28Lb. and 96 Bright),29.97,13.4865,3,2,45.0
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),32.868,15.0894,7,3,45.90909090909091
Hand-Finished Solid Wood Document Frame,260.14799999999997,68.46000000000001,8,3,26.315789473684216
Hanging Personal Folder File,251.2,51.025,17,5,20.3125
Harbour Creations 67200 Series Stacking Chairs,1501.8980000000001,254.8244,24,8,16.96682464454976
Harbour Creations Steel Folding Chair,2389.125,336.375,34,8,14.079422382671481
Harmony Air Purifier,1946.7,374.22,13,5,19.223300970873787
Harmony HEPA Quiet Air Purifiers,128.7,37.44,12,4,29.09090909090909
Heavy-Duty E-Z-D Binders,176.74200000000002,9.055299999999997,29,8,5.123456790123455
Hewlett Packard 310 Color Digital Copier,4199.86,839.972,16,6,20.0
Hewlett Packard 610 Color Digital Copier / Printer,8899.822,3124.9375,21,7,35.11235955056179
Hewlett Packard LaserJet 3310 Copier,18839.686,6983.8836,38,8,37.07006369426751
Hewlett-Packard 300S Scientific Calculator,131.1,60.306,10,2,46.0
Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,1459.2,8,1,48.00000000000001
Hewlett-Packard Deskjet 5550 Printer,597.132,49.761,3,1,8.333333333333334
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,1396.21,139.621,6,2,10.0
Hewlett-Packard Deskjet D4360 Printer,447.968,139.99,4,1,31.25
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.994,-71.3958,2,1,-70.0
Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,1668.205,5,1,49.0
High Speed Automatic Electric Letter Opener,17030.311999999998,-262.00480000000005,11,3,-1.538461538461539
High-Back Leather Manager's Chair,4770.633,-197.5848,42,9,-4.141689373297003
Holmes 99% HEPA Air Purifier,333.564,86.8566,17,4,26.03896103896104
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",147.26,48.754999999999995,9,4,33.108108108108105
Holmes HEPA Air Purifier,239.58,41.382,14,6,17.27272727272727
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,290.3016,3,1,43.0
Holmes Odor Grabber,357.616,67.774,30,8,18.951612903225808
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",151.062,47.9844,12,4,31.76470588235294
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",203.94,87.6942,18,4,43.0
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1383.0810000000001,381.2074,26,10,27.562189054726367
"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",47.544000000000004,10.188,5,2,21.428571428571427
Home/Office Personal File Carts,980.232,198.132,30,7,20.21276595744681
Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,5282.424,-989.0496,24,6,-18.72340425531915
Hon 2111 Invitation Series Corner Table,3140.55,-401.9904,18,4,-12.8
Hon 2111 Invitation Series Straight Table,2040.054,-115.30739999999999,18,7,-5.652173913043478
"Hon 30"" x 60"" Table with Locking Drawer",1296.028,-177.3512,6,3,-13.684210526315791
Hon 4-Shelf Metal Bookcases,1474.308,-191.86200000000002,22,4,-13.013698630136988
Hon 4060 Series Tables,1231.56,96.2856,13,4,7.818181818181818
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,8430.997,1388.6348,34,8,16.47058823529412
Hon 4070 Series Pagoda Round Back Stacking Chairs,5906.032,1052.8144,21,7,17.82608695652174
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,7582.374,832.9932000000001,24,6,10.985915492957748
Hon 5100 Series Wood Tables,5965.09,-238.60360000000003,26,7,-4.0
Hon 61000 Series Interactive Training Tables,653.121,-148.3962,22,9,-22.72108843537415
Hon 94000 Series Round Tables,7404.5,-681.2139999999999,30,5,-9.2
Hon Comfortask Task/Swivel Chairs,1686.904,-36.473600000000005,18,6,-2.1621621621621623
Hon Deluxe Fabric Upholstered Stacking Chairs,2586.1879999999996,-48.796,15,4,-1.886792452830189
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",10637.528,1927.442,51,12,18.11926605504587
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",1268.696,73.194,7,2,5.769230769230769
Hon Every-Day Chair Series Swivel Task Chairs,967.84,12.097999999999999,10,3,1.25
Hon Every-Day Series Multi-Task Chairs,6748.482,281.96999999999997,43,10,4.178272980501392
Hon GuestStacker Chair,6936.102,1233.0848,34,9,17.77777777777778
"Hon Metal Bookcases, Black",1570.0775999999998,-26.972399999999993,30,5,-1.717902350813743
"Hon Metal Bookcases, Gray",851.76,229.9752,12,2,27.0
"Hon Metal Bookcases, Putty",1320.228,362.70779999999996,19,5,27.473118279569885
Hon Mobius Operator's Chair,2705.7799999999997,499.3394,23,5,18.454545454545457
Hon Multipurpose Stacking Arm Chairs,6584.64,814.416,36,6,12.368421052631579
Hon Non-Folding Utility Tables,3775.647,541.654,29,5,14.345991561181433
Hon Olson Stacker Chairs,5427.99,1292.1264,22,4,23.80487804878049
Hon Olson Stacker Stools,5294.456,833.5952,44,10,15.74468085106383
Hon Pagoda Stacking Chairs,6483.796,1540.704,22,4,23.762376237623762
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",4334.8275,430.0695,22,6,9.921259842519685
Hon Racetrack Conference Tables,3963.901,-598.5228,22,6,-15.099337748344372
Hon Rectangular Conference Tables,3481.515,-295.815,20,4,-8.49673202614379
Hon Valutask Swivel Chairs,1242.054,139.3524,13,4,11.21951219512195
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,299.20799999999997,-177.22320000000002,9,2,-59.23076923076924
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,3855.1800000000003,1503.5202,14,3,38.99999999999999
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,11304.44,3247.02,40,8,28.723404255319146
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,1320.166,417.0244,12,3,31.588785046728972
Honeywell Quietcare HEPA Air Cleaner,1761.76,549.7635,23,6,31.205357142857142
Hoover Commercial Lightweight Upright Vacuum,18.096,-2.5056000000000003,8,2,-13.846153846153847
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1023.3520000000001,-9.303200000000004,6,3,-0.9090909090909094
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,91.68599999999999,-10.4118,18,4,-11.35593220338983
Hoover Commercial SteamVac,168.392,35.308,14,4,20.967741935483872
Hoover Portapower Portable Vacuum,61.824,1.3439999999999994,18,4,2.1739130434782603
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,9.768,0.4439999999999999,6,4,4.545454545454544
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",56.09,3.4759999999999995,18,5,6.197183098591548
Hoover Shoulder Vac Commercial Portable Vacuum,5009.48,715.64,16,6,14.285714285714288
Hoover Upright Vacuum With Dirt Cup,6832.908,460.35269999999986,31,6,6.737288135593218
Hoover WindTunnel Plus Canister Vacuum,3051.3,697.44,9,3,22.857142857142858
"Hot File 7-Pocket, Floor Stand",8138.232,2016.711,49,13,24.780701754385966
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",681.454,256.1922,17,4,37.594936708860764
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",500.308,101.7868,14,6,20.344827586206897
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",1184.232,448.76160000000004,24,6,37.89473684210527
"Howard Miller 12"" Round Wall Clock",479.33799999999997,127.2996,14,2,26.55737704918033
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,786.9,147.9372,14,2,18.8
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",1042.068,294.3138,27,6,28.243243243243242
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",1047.7359999999999,340.5142,27,7,32.50000000000001
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",949.026,247.57199999999997,17,5,26.08695652173913
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",1324.8,201.82500000000002,31,9,15.234375000000004
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",1636.864,375.9672,29,7,22.96875
"Howard Miller 16"" Diameter Gallery Wall Clock",575.46,107.41919999999999,12,4,18.666666666666664
Howard Miller Distant Time Traveler Alarm Clock,531.948,192.2142,21,6,36.134020618556704
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,111.3024,8,1,10.000000000000002
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",83.952,15.857600000000001,8,4,18.888888888888893
Hunt Boston Vacuum Mount KS Pencil Sharpener,671.808,153.95600000000002,20,5,22.916666666666668
"Hunt PowerHouse Electric Pencil Sharpener, Blue",1617.9479999999999,448.164,44,10,27.699530516431924
Hypercom P1300 Pinpad,1108.8,275.31,21,7,24.829545454545457
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,542.984,95.2016,52,10,17.53303964757709
I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973,152.0883,3,1,43.333333333333336
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",458.504,185.88,16,6,40.54054054054054
Ibico Covers for Plastic or Wire Binding Elements,184.0,57.5,20,7,31.25
Ibico EB-19 Dual Function Manual Binding System,3234.913,1086.3772,23,8,33.582887700534755
Ibico EPK-21 Electric Binding System,15875.916000000001,3345.2823,13,3,21.07142857142857
Ibico Hi-Tech Manual Binding System,5398.323,-304.99,34,11,-5.649717514124294
Ibico Ibimaster 300 Manual Binding System,7985.383,2318.337,28,8,29.03225806451613
Ibico Laser Imprintable Binding System Covers,1100.4,138.336,34,8,12.571428571428573
Ibico Plastic Spiral Binding Combs,1100.48,328.928,47,13,29.889502762430936
Ibico Plastic and Wire Spiral Binding Combs,208.221,21.580800000000004,41,9,10.364372469635628
Ibico Presentation Index for Binding Systems,72.038,15.0842,27,7,20.93922651933702
Ibico Recycled Grain-Textured Covers,141.614,3.4540000000000006,8,4,2.439024390243903
Ibico Recycled Linen-Style Covers,749.952,262.4832,24,4,35.0
Ibico Standard Transparent Covers,390.576,104.81280000000001,34,10,26.83544303797468
Iceberg Mobile Mega Data/Printer Cart ,5751.774,1388.6082,49,8,24.14225941422594
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",1589.406,253.8392,31,6,15.970695970695973
"Iceberg OfficeWorks 42"" Round Tables",3457.442,-392.54799999999994,30,7,-11.353711790393012
Ideal Clamps,58.69199999999999,24.8637,33,8,42.36301369863014
Imation Bio 2GB USB Flash Drive Imation Corp,2098.88,881.5296,16,3,42.0
Imation Bio 8GB USB Flash Drive Imation Corp,2659.84,398.976,16,4,15.0
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,1007.152,342.56419999999997,34,9,34.01315789473684
Imation 30456 USB Flash Drive 8GB,154.56,8.556,23,5,5.535714285714285
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,467.21999999999997,143.76,18,5,30.76923076923077
Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,350.20399999999995,8.7551,13,3,2.5000000000000004
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,357.0,23.25,25,8,6.512605042016808
Imation Clip USB flash drive - 8 GB,443.68,1.88,25,7,0.423728813559322
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,1926.9360000000001,408.744,32,5,21.21212121212121
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,888.966,196.0284,24,6,22.05128205128205
Imation Swivel Flash Drive USB flash drive - 8 GB,54.57599999999999,17.6235,5,2,32.29166666666667
Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,42.42,8.9082,14,3,21.000000000000004
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",54.599999999999994,22.47,15,4,41.15384615384616
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",121.392,48.5568,6,3,40.0
Innergie mMini Combo Duo USB Travel Charging Kit,746.834,302.3328,19,6,40.48192771084338
Insertable Tab Indexes For Data Binders,17.49,-4.8336,13,5,-27.636363636363637
Insertable Tab Post Binder Dividers,66.566,-39.699,25,8,-59.63855421686747
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",197.82,81.326,10,3,41.11111111111111
"Iris 3-Drawer Stacking Bin, Black",284.104,-43.4512,16,3,-15.294117647058824
Iris Project Case,225.036,47.88,30,6,21.27659574468085
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",161.32,59.56999999999999,25,6,36.92660550458715
JBL Micro Wireless Portable Bluetooth Speaker,779.87,14.997499999999995,17,6,1.9230769230769225
JM Magazine Binder,204.72400000000002,50.1904,18,6,24.51612903225806
Jabra BIZ 2300 Duo QD Duo Corded Headset,1727.0639999999999,129.5298,17,4,7.5
